LAT,LNG
53.750869190655756,9.664419543516798
54.36036146575511,9.239327496591347
54.448441218994944,9.047675464533944
54.17952666537456,9.959993927565506
54.65840562460148,9.71284309195747
54.62376725482404,8.984602598101736
54.332537140563424,8.803442753768797
54.06455929867796,10.75104966090745
53.86945684584497,10.63869659834252
53.804300390941506,9.932333633375055
53.37521742714469,10.58809231736884
54.1717120355727,9.09121422332627
53.956781146543165,9.128438470904655
53.72597740413592,10.660981705213814
53.92823344128769,9.750385503563228
53.936438799533995,10.284599083433342
53.88486271078786,10.767413010878888
54.45012676655695,9.161996712998702
53.596865494835434,9.682936359716322
54.79508896979707,9.449503601024576
53.652521977190915,10.208054413896843
53.913363160092246,10.543034394812524
53.59896354825227,9.848668199573977
54.034456430675334,10.734406304030074
54.290175187240656,10.886793311588917
53.73206494929114,10.024744193128388
54.49147380668981,9.743305607362762
54.44763709071119,11.201261114341948
54.03633137466712,10.61840907750861
54.319707354489275,9.621600968393537
54.306676520108724,9.663134791040955
54.763441942401236,9.638605709901501
54.016765127854306,10.163324649877744
53.552686521065894,10.252282036836714
53.38749075461262,10.535784068007283
53.98573835895357,9.508676027934964
54.2552739338684,9.926579066633769
54.83870168392531,8.881145765446544
54.05792031092889,9.94315035381926
53.85143948714122,10.331168731858284
53.58665905813115,10.246977773739522
53.772633473209986,10.25324919750524
53.89719311373072,10.628826906455224
54.546117498135445,9.078911072671618
54.3008968297595,8.965824935982972
53.43573064993672,9.927324683616257
54.317863246146324,10.134637418456185
54.27691583137501,10.966378563497507
53.802443265334084,10.285480219797229
53.90763890728344,9.100703854216354
54.2139347215176,10.439594317023147
54.292052536448026,10.904230907968
53.787275895802395,9.729791544872215
53.913793877981824,10.80353067168547
53.98337871822203,9.530156607126948
54.3028986319376,10.016325460309934
54.358467123062574,9.094907032885875
53.77866542058455,10.069886623486925
54.855706122492485,8.732372162593625
53.87420945109996,9.346386360204905
54.289769084746155,10.796574754923107
54.42071328585546,9.05092877868462
54.33830150701821,10.34230569615739
54.174317798389914,9.299271642220985
53.602604833118654,10.409109849525395
54.67615172902267,9.143802844837419
54.51552067637618,9.42806293747734
53.77479983347589,9.90633420956301
54.8602160737791,8.818059008215469
52.452468987820566,10.216134707592992
53.0867272963622,9.967534987519135
52.50328312687697,9.457223209905193
52.37103006784941,9.7744170991078
52.813593302557756,8.210718217286654
52.222787007689156,9.750677577178932
52.361720158917166,8.039716327533831
52.33917796406015,9.666832751265414
53.746618868688095,9.297602913236727
52.1936522549186,9.115493612614202
52.46248815783056,7.13126130195269
52.36379580470095,10.119891910913006
53.660685646971984,8.673093313599217
52.47631875273455,9.852161291115832
53.28170029472661,8.436865289059552
52.414060928017,7.432099630002618
51.772344507472006,10.189121121898841
53.23436454535877,8.455538139561618
53.30357418789539,9.542829982346229
53.01112139942513,9.96073637868015
53.57038704627015,9.956106486964334
52.99897495145043,8.785747890847047
53.12703249584401,8.131851336552804
53.19665804342865,10.34782957376075
53.5696115517764,9.87812086847205
53.52333492875202,9.928322980610528
53.613455586471936,9.914851314925741
52.43925344507085,10.106289458555061
52.4371023177092,9.847669416756698
53.473405347859234,10.18031703923495
53.47640711315775,10.16406704556224
53.08568975470189,7.962983115596244
53.511032701370894,7.899895161059838
52.84863316858341,9.658646671984767
52.30591867246064,10.623478941569283
52.413278266169606,8.20990530896331
52.65858471884682,9.701100588061793
53.167032652464684,8.220431783255936
52.43239940739775,9.387559931950554
53.47942988869227,9.69909261292737
52.35314744815179,8.285611399437865
52.30830856661119,9.686612599691724
52.6835882529641,7.172302936776383
52.3063671459177,9.85370620612083
51.553291513889526,9.931389526028951
52.363199925403926,10.130920790801671
53.48128831054283,9.118535949708209
53.69752958950279,8.663063400417606
52.38520877102473,7.261282750206122
51.63858095030975,9.642884104890967
53.0800816576051,10.57579206436316
52.859388952686174,10.085259615524672
52.67803494868336,7.507777769714593
52.16678674631204,9.252465870828377
51.70566614075159,10.642427703496079
52.566305281012546,7.249503185393847
51.80396150147172,10.30607550609146
53.54159443474802,9.291235569381277
52.5641424647926,10.188149475560161
52.78645395786718,8.200819107256095
53.00204906718037,7.3360877387010754
52.52961575817552,9.44732729216172
51.85682986836592,10.316542555144508
53.340739619144976,8.756679049540892
52.70604742219233,9.32349451578646
52.812136511507774,7.190249444190723
52.48735779383028,8.11408838858601
53.225419471233835,10.166093465681321
52.32737009493224,9.531886359147975
